# Priors: uniform; runs: 100000; steps: 1000
# Which arm is restricted: randomize
# q: 0.55
index,comp_succ,comp_inc,diss_succ,diss_inc,cond_succ,cond_inc,hybrid_succ,hybrid_inc
20588,1,1,1,,16,1,24,
20589,1,3,150,,1,1,42,
20590,1,179,38,,1,1,14,
20591,1,1,81,,10,10,1,
20592,6,1,7,,1,1,232,
20593,1,1,3,,90,18,74,
20594,1,1,11,,1,19,1,
20595,6,1,10,,23,4,6,
20596,1,1,3,,85,1,4,
20597,1,9,21,,9,1,1,
20598,21,16,227,,1,1,1,
20599,8,1,111,,1,3,1,
20600,3,61,3,,12,5,235,
20601,4,1,6,,1,1,32,
20602,3,1,152,,133,1,119,
20603,3,1,17,,14,1,14,
20604,1,3,151,,93,9,32,
20605,1,1,97,,3,4,17,
20606,3,1,100,,1,35,147,
20607,1,1,35,,117,1,28,
20608,31,14,13,,5,225,1,
20609,1,1,1,,3,3,3,
20610,14,1,14,,22,1,6,
20611,1,138,5,,1,6,3,
20612,11,7,23,,1,12,3,
20613,3,6,22,,88,9,1,
20614,1,1,40,,30,6,1,
20615,121,1,1,,1,1,1,
20616,1,1,406,,83,1,3,
20617,8,19,198,,45,1,1,
20618,1,1,1,,193,1,1,
20619,1,3,52,,1,1,129,
20620,19,1,21,,4,1,6,
20621,1,1,3,,1,14,64,
20622,1,70,3,,15,3,33,
20623,16,1,58,,5,1,3,
20624,6,13,1,,6,525,3,
20625,1,1,140,,84,1,22,
20626,7,3,6,,4,16,18,
20627,1,4,14,,9,1,327,
20628,1,1,1,,455,1,9,
20629,1,1,25,,3,3,8,
20630,33,592,34,,30,1,1,
20631,11,1,1,,29,3,15,
20632,8,1,18,,20,307,8,
20633,5,1,3,,78,1,6,
20634,1,1,35,,42,4,8,
20635,1,13,4,,6,1,73,
20636,1,1,1,,4,5,30,
20637,19,1,43,,20,9,76,
20638,24,63,1,,1,1,45,
20639,3,1,135,,41,5,38,
20640,1,84,168,,1,10,1,
20641,1,1,1,,1,5,4,
20642,1,1,13,,671,1,1,
20643,1,1,181,,90,5,41,
20644,1,1,662,,6,97,20,
20645,1,3,1,,112,1,571,
20646,1,1,62,,43,1,1,
20647,1,1,122,,19,31,8,
20648,1,3,4,,1,1,100,
20649,3,3,1,,13,1,3,
20650,1,5,10,,559,1,1,
20651,1,1,53,,1,1,92,
20652,1,65,1,,21,1,4,
20653,7,1,160,,1,1,58,
20654,1,1,160,,3,1,6,
20655,4,13,3,,1,3,19,
20656,1,1,1,,1,1,696,
20657,1,1,5,,385,4,150,
20658,1,4,1,,5,1,1,
20659,1,11,76,,373,1,27,
20660,1,1,1,,46,1,144,
20661,23,1,217,,1,1,152,
20662,11,1,41,,1,1,6,
20663,3,3,1,,91,1,8,
20664,5,6,1,,12,1,193,
20665,1,1,11,,1,1,1,
20666,1,10,62,,22,1,16,
20667,4,1,82,,8,1,106,
20668,1,6,63,,23,1,23,
20669,1,1,25,,5,5,20,
20670,1,1,1,,36,1,1,
20671,1,1,93,,1,6,9,
20672,1,1,9,,77,1,1,
20673,1,4,11,,1,1,32,
20674,1,1,14,,118,4,575,
20675,1,1,138,,10,1,7,
20676,21,1,13,,21,1,1,
20677,4,29,1,,1,1,59,
20678,1,1,6,,18,1,1,
20679,8,1,1,,20,4,5,
20680,1,16,5,,3,3,1,
20681,1,1,69,,1,1,4,
20682,1,1,10,,1,6,43,
20683,1,1,1,,68,3,162,
20684,1,1,11,,64,1,43,
20685,1,1,19,,6,1,87,
20686,1,1,168,,1,1,380,
20687,1,14,593,,10,1,182,
20688,4,251,6,,148,3,36,
20689,1,1,25,,125,4,20,
20690,1,1,1,,1,4,5,
20691,5,1,138,,21,4,67,
20692,1,1,104,,3,1,3,
20693,1,1,15,,1,17,5,
20694,4,8,64,,209,1,143,
20695,1,1,179,,1,1,7,
20696,30,3,8,,12,1,27,
20697,1,4,74,,63,9,10,
20698,1,1,102,,12,1,21,
20699,1,1,3,,1,1,3,
20700,1,1,13,,7,1,41,
20701,1,3,1,,1,1,6,
20702,1,1,37,,220,1,6,
20703,1,1,26,,1,1,57,
20704,4,1,16,,311,1,99,
20705,1,5,95,,10,1,3,
20706,3,1,55,,3,1,8,
20707,1,1,126,,1,1,1,
20708,1,1,9,,1,1,15,
20709,1,3,25,,18,19,183,
20710,1,1,32,,73,1,57,
20711,5,20,49,,1,7,1,
20712,1,1,1,,1,5,1,
20713,36,49,85,,1,3,97,
20714,37,1,273,,3,1,6,
20715,1,1,185,,1,9,230,
20716,1,1,725,,184,226,1,
20717,1,1,42,,5,1,10,
20718,4,1,6,,7,1,1,
20719,1,1,15,,1,1,80,
20720,4,4,3,,93,1,18,
20721,4,1,11,,1,4,3,
20722,185,1,46,,4,5,86,
20723,3,1,5,,1,1,1,
20724,1,1,7,,137,3,194,
20725,4,1,3,,1,1,8,
20726,3,8,1,,391,1,8,
20727,8,73,1,,32,1,3,
20728,1,4,1,,1,1,354,
20729,5,1,122,,433,6,6,
20730,1,1,1,,7,5,60,
20731,1,3,29,,4,4,32,
20732,7,1,237,,1,1,7,
20733,6,118,1,,6,1,9,
20734,6,1,44,,3,20,1,
20735,5,1,1,,5,6,12,
20736,1,1,1,,64,1,9,
20737,14,1,3,,10,1,5,
20738,1,1,1,,1,1,1,
20739,1,1,3,,1,3,7,
20740,1,1,1,,44,27,1,
20741,8,1,1,,1,1,112,
20742,4,1,1,,9,954,8,
20743,1,14,53,,37,5,3,
20744,6,12,1,,41,1,139,
20745,3,3,121,,23,926,110,
20746,1,1,1,,1,1,11,
20747,4,15,44,,273,1,95,
20748,1,1,5,,13,1,1,
20749,1,1,117,,1,3,5,
20750,3,1,8,,115,6,105,
20751,1,4,1,,71,1,5,
20752,1,3,27,,1,1,32,
20753,1,1,361,,41,3,93,
20754,1,1,9,,129,1,1,
20755,3,1,1,,1,1,40,
20756,1,1,1,,48,1,1,
20757,12,1,3,,20,1,1,
20758,1,1,23,,1,1,1,
20759,23,1,86,,1,6,31,
20760,3,1,1,,4,1,1,
20761,1,1,1,,750,11,9,
20762,1,1,66,,1,5,23,
20763,7,1,399,,196,3,29,
20764,1,1,7,,1,1,134,
20765,1,1,1,,1,1,9,
20766,1,1,707,,4,19,10,
20767,1,8,15,,20,3,60,
20768,1,1,22,,12,1,207,
20769,1,1,17,,1,4,22,
20770,5,1,383,,1,16,14,
20771,1,1,6,,10,1,90,
20772,1,7,53,,3,3,211,
20773,1,11,1,,108,12,1,
20774,4,5,202,,1,1,1,
20775,1,8,1,,1,1,5,
20776,1,1,1,,444,3,9,
20777,14,23,3,,1,8,37,
20778,1,5,3,,1,5,59,
20779,1,1,16,,19,1,21,
20780,1,3,24,,1,3,258,
20781,7,1,21,,9,3,46,
20782,9,1,123,,1,3,235,
20783,77,1,94,,9,1,22,
20784,4,1,15,,329,3,285,
20785,1,1,66,,1,13,17,
20786,8,1,36,,77,1,75,
20787,7,23,15,,1,20,10,
20788,1,6,1,,1,1,1,
20789,1,1,424,,51,1,16,
20790,1,1,1,,366,6,1,
20791,4,38,1,,1,3,47,
20792,13,1,63,,28,1,1,
20793,1,5,17,,1,1,248,
20794,1,1,1,,1,1,3,
20795,1,1,1,,6,8,26,
20796,4,1,19,,1,4,1,
20797,16,1,6,,1,1,93,
20798,1,1,8,,9,1,5,
20799,1,1,17,,33,42,103,
20800,8,1,6,,1,3,60,
20801,1,1,1,,15,3,86,
20802,1,1,154,,150,1,1,
20803,1,1,1,,3,1,62,
20804,21,1,37,,18,8,1,
20805,1,1,12,,3,1,1,
20806,3,4,34,,3,27,172,
20807,1,1,1,,1,5,204,
20808,1,1,10,,1,1,6,
20809,6,1,36,,39,4,1,
20810,1,1,6,,1,1,33,
20811,1,4,6,,42,1,6,
20812,22,1,1,,4,1,62,
20813,1,6,6,,66,3,8,
20814,1,1,120,,9,3,14,
20815,1,1,126,,1,1,21,
20816,8,3,84,,260,1,299,
20817,1,31,53,,8,1,44,
20818,1,3,1,,7,4,15,
20819,1,33,1,,4,3,1,
20820,1,1,113,,32,121,84,
20821,1,1,1,,1,1,1,
20822,1,1,6,,1,1,1,
20823,10,18,1,,92,1,93,
20824,1,1,15,,1,3,17,
20825,19,1,5,,9,1,7,
20826,5,4,44,,15,1,1,
20827,1,276,44,,6,1,328,
20828,1,1,1,,1,58,293,
20829,1,1,1,,1,1,171,
20830,5,1,1,,1,3,9,
20831,3,7,156,,10,1,27,
20832,7,23,8,,1,3,44,
20833,1,1,12,,11,1,42,
20834,8,1,41,,6,1,1,
20835,1,4,3,,150,1,1,
20836,3,3,1,,46,1,89,
20837,1,20,59,,1,161,5,
20838,39,1,110,,1,153,1,
20839,1,1,66,,22,1,1,
20840,3,10,1,,1,4,7,
20841,1,30,80,,1,22,6,
20842,16,1,22,,4,5,8,
20843,7,1,1,,24,1,116,
20844,1,1,28,,3,3,1,
20845,3,1,24,,5,1,7,
20846,1,1,16,,1,6,11,
20847,1,7,54,,1,1,22,
20848,16,1,6,,21,1,1,
20849,25,8,20,,9,1,11,
20850,1,1,1,,1,1,183,
20851,4,1,218,,3,1,3,
20852,15,62,11,,1,8,138,
20853,4,4,219,,144,1,1,
20854,1,1,1,,122,1,5,
20855,9,1,119,,1,3,3,
20856,1,23,19,,50,3,48,
20857,7,15,221,,35,8,5,
20858,9,5,1,,225,1,3,
20859,3,18,165,,4,9,142,
20860,3,1,664,,170,1,227,
20861,1,1,22,,1,,242,
20862,1,15,1,,1,,639,
20863,1,1,14,,9,,81,
20864,1,6,3,,1,,1,
20865,1,9,116,,1,,843,
20866,1,3,44,,56,,90,
20867,1,4,4,,9,,477,
20868,15,1,1,,6,,1,
20869,1,24,34,,131,,147,
20870,1,1,14,,18,,3,
20871,1,1,97,,30,,181,
20872,1,1,187,,39,,14,
20873,12,1,95,,154,,34,
20874,1,1,165,,51,,6,
20875,1,1,1,,6,,1,
20876,1,1,1,,12,,1,
20877,38,1,99,,1,,308,
20878,1,8,10,,190,,6,
20879,4,1,237,,4,,60,
20880,1,1,91,,683,,219,
20881,7,4,18,,1,,1,
20882,10,1,14,,118,,159,
20883,3,1,63,,12,,26,
20884,5,1,7,,14,,1,
20885,1,1,274,,16,,49,
20886,5,45,65,,1,,3,
20887,1,6,1,,185,,25,
20888,1,1,462,,187,,45,
20889,48,1,3,,29,,1,
20890,1,1,12,,277,,1,
20891,19,78,1,,3,,16,
20892,1,18,1,,1,,83,
20893,1,1,1,,1,,1,
20894,1,3,25,,203,,10,
20895,1,1,1,,53,,35,
20896,1,1,34,,35,,7,
20897,1,6,176,,138,,32,
20898,27,1,194,,8,,1,
20899,1,4,81,,13,,1,
20900,10,1,1,,3,,10,
20901,7,3,1,,12,,49,
20902,1,1,8,,1,,51,
20903,1,1,1,,26,,1,
20904,1,5,134,,162,,30,
20905,1,1,69,,69,,8,
20906,1,73,119,,1,,16,
20907,5,1,14,,1,,1,
20908,4,1,87,,1,,1,
20909,1,1,1,,109,,1,
20910,1,11,47,,28,,6,
20911,4,1,1,,7,,65,
20912,3,1,1,,16,,842,
20913,10,1,1,,1,,1,
20914,1,1,152,,84,,116,
20915,1,1,1,,29,,52,
20916,1,1,463,,36,,109,
20917,12,317,1,,41,,14,
20918,73,1,1,,1,,19,
20919,6,1,20,,1,,4,
20920,1,44,8,,42,,221,
20921,3,1,5,,115,,1,
20922,4,1,48,,10,,1,
20923,3,1,25,,3,,19,
20924,12,164,74,,7,,1,
20925,5,86,202,,3,,1,
20926,1,26,342,,1,,6,
20927,1,1,9,,4,,1,
20928,1,3,55,,5,,109,
20929,1,1,59,,21,,1,
20930,1,1,13,,4,,14,
20931,1,1,3,,1,,41,
20932,15,1,59,,1,,7,
20933,1,1,211,,40,,5,
20934,3,1,10,,31,,6,
20935,6,6,1,,1,,332,
20936,1,1,1,,1,,31,
20937,4,1,56,,1,,517,
20938,120,1,13,,86,,1,
20939,1,1,1,,123,,34,
20940,14,1,40,,1,,26,
20941,15,1,31,,1,,1,
20942,1,3,332,,20,,3,
20943,3,1,3,,46,,4,
20944,19,1,3,,8,,27,
20945,3,1,1,,3,,43,
20946,1,3,7,,12,,117,
20947,1,1,4,,1,,3,
20948,8,1,133,,3,,1,
20949,1,1,3,,41,,1,
20950,1,9,7,,52,,29,
20951,85,1,3,,1,,36,
20952,4,3,154,,1,,111,
20953,3,3,18,,9,,8,
20954,27,27,120,,10,,1,
20955,1,5,5,,1,,11,
20956,612,6,15,,1,,50,
20957,1,30,21,,29,,7,
20958,121,4,121,,5,,54,
20959,1,1,16,,1,,23,
20960,1,3,69,,37,,748,
20961,1,1,1,,23,,71,
20962,1,1,26,,3,,3,
20963,8,7,35,,1,,25,
20964,6,1,1,,13,,345,
20965,8,58,67,,22,,113,
20966,1,1,125,,1,,136,
20967,1,1,16,,1,,49,
20968,1,1,78,,1,,63,
20969,1,3,1,,1,,27,
20970,19,1,6,,3,,95,
20971,1,1,1,,1,,1,
20972,1,4,1,,4,,1,
20973,1,21,66,,1,,750,
20974,4,4,145,,1,,36,
20975,1,10,1,,218,,9,
20976,3,21,12,,55,,1,
20977,16,1,87,,1,,3,
20978,1,4,1,,3,,92,
20979,187,1,107,,1,,3,
20980,3,1,59,,100,,37,
20981,1,1,1,,1,,28,
20982,9,15,18,,3,,15,
20983,1,1,1,,1,,96,
20984,6,1,1,,1,,1,
20985,1,6,18,,1,,8,
20986,1,28,7,,1,,10,
20987,1,113,42,,59,,1,
20988,10,3,53,,22,,1,
20989,1,1,22,,577,,256,
20990,1,1,29,,3,,20,
20991,1,1,7,,14,,78,
20992,1,1,45,,6,,205,
20993,5,3,1,,10,,20,
20994,10,3,159,,15,,539,
20995,4,1,253,,53,,1,
20996,1,75,4,,44,,1,
20997,1,1,8,,4,,159,
20998,981,8,263,,81,,8,
20999,29,1,25,,75,,72,
21000,3,1,239,,8,,1,
21001,1,1,472,,1,,53,
21002,1,13,1,,9,,25,
21003,6,209,42,,5,,19,
21004,3,1,219,,1,,10,
21005,1,1,13,,62,,37,
21006,203,3,156,,336,,75,
21007,12,1,234,,4,,9,
21008,3,3,14,,15,,8,
21009,1,5,87,,1,,3,
21010,11,1,151,,1,,17,
21011,3,3,64,,4,,115,
21012,1,179,1,,12,,145,
21013,1,44,38,,54,,27,
21014,9,1,15,,44,,1,
21015,3,1,26,,1,,20,
21016,3,1,8,,11,,328,
21017,1,120,253,,9,,37,
21018,1,1,1,,12,,162,
21019,1,1,1,,42,,37,
21020,5,1,13,,1,,8,
21021,6,1,67,,402,,10,
21022,1,4,63,,112,,1,
21023,3,1,9,,35,,18,
21024,1,1,1,,145,,123,
21025,154,63,4,,1,,58,
21026,15,3,6,,1,,9,
21027,1,3,126,,12,,45,
21028,4,1,155,,5,,4,
21029,5,4,162,,7,,1,
21030,4,1,3,,8,,29,
21031,1,5,295,,1,,8,
21032,1,3,3,,9,,1,
21033,1,4,36,,28,,14,
21034,1,1,41,,184,,50,
21035,1,1,38,,1,,18,
21036,3,1,1,,313,,10,
21037,4,17,1,,1,,96,
21038,1,1,1,,127,,18,
21039,1,130,11,,6,,1,
21040,1,4,3,,30,,25,
21041,1,13,1,,5,,8,
21042,1,1,1,,3,,1,
21043,1,1,33,,1,,10,
21044,22,1,59,,77,,988,
21045,1,188,381,,12,,1,
21046,1,1,28,,103,,140,
21047,7,1,20,,1,,1,
21048,1,13,1,,4,,12,
21049,1,1,30,,1,,1,
21050,1,1,1,,1,,38,
21051,1,1,12,,1,,23,
21052,48,1,133,,41,,34,
21053,3,4,6,,87,,456,
21054,1,1,61,,6,,28,
21055,1,57,235,,1,,59,
21056,1,1,1,,34,,231,
21057,23,1,12,,3,,10,
21058,1,1,5,,6,,1,
21059,1,1,4,,1,,18,
21060,1,31,1,,5,,7,
21061,1,10,3,,17,,29,
21062,1,1,1,,35,,11,
21063,1,1,61,,9,,59,
21064,3,1,1,,177,,7,
21065,16,1,29,,1,,9,
21066,1,1,1,,8,,20,
21067,1,3,90,,7,,109,
21068,9,1,24,,8,,1,
21069,1,1,1,,172,,10,
21070,3,1,1,,21,,8,
21071,4,1,28,,11,,69,
21072,1,9,9,,20,,1,
21073,1,1,34,,1,,1,
21074,1,1,1,,22,,136,
21075,1,4,4,,4,,1,
21076,4,5,5,,25,,1,
21077,1,1,94,,23,,6,
21078,13,1,22,,1,,26,
21079,208,14,31,,1,,31,
21080,1,1,1,,83,,16,
21081,1,1,910,,1,,41,
21082,1,1,1,,6,,13,
21083,1,4,160,,3,,5,
21084,8,1,13,,10,,1,
21085,43,1,52,,162,,1,
21086,7,7,33,,143,,17,
21087,1,1,58,,3,,23,
21088,1,1,69,,5,,4,
21089,1,7,6,,3,,91,
21090,4,1,25,,128,,63,
21091,1,1,19,,1,,1,
21092,5,1,8,,1,,135,
21093,1,53,1,,53,,276,
21094,1,1,1,,4,,3,
21095,4,1,5,,6,,3,
21096,1,9,1,,38,,18,
21097,3,1,1,,1,,34,
21098,6,4,5,,81,,158,
21099,18,17,112,,1,,7,
21100,3,1,56,,1,,1,
21101,7,1,10,,1,,226,
21102,5,4,94,,7,,81,
21103,1,1,45,,8,,1,
21104,4,4,24,,5,,336,
21105,13,1,16,,181,,1,
21106,1,16,5,,1,,1,
21107,42,9,4,,23,,41,
21108,1,1,64,,1,,1,
21109,1,1,9,,1,,1,
21110,1,1,1,,7,,1,
21111,5,3,20,,131,,39,
21112,211,42,24,,1,,24,
21113,38,1,1,,4,,16,
21114,1,1,120,,1,,1,
21115,213,3,52,,1,,1,
21116,64,1,3,,94,,17,
21117,25,1,39,,5,,399,
21118,1,1,4,,23,,33,
21119,1,3,58,,16,,5,
21120,6,1,776,,70,,11,
21121,1,3,23,,1,,11,
21122,1,1,40,,13,,246,
21123,1,1,26,,6,,390,
21124,1,1,11,,460,,163,
21125,1,3,28,,314,,22,
21126,1,4,1,,15,,63,
21127,13,1,48,,151,,101,
21128,3,1,5,,1,,158,
21129,209,5,90,,69,,1,
21130,1,4,8,,32,,1,
21131,67,16,8,,123,,10,
21132,3,3,5,,1,,3,
21133,8,1,112,,7,,1,
21134,1,1,137,,3,,1,
21135,13,1,24,,1,,10,
21136,1,1,3,,1,,69,
21137,3,12,72,,1,,101,
21138,24,1,4,,24,,58,
21139,1,1,12,,1,,148,
21140,1,1,576,,14,,7,
21141,21,1,1,,21,,18,
21142,147,1,11,,54,,3,
21143,1,1,4,,229,,1,
21144,4,1,5,,33,,18,
21145,13,1,7,,34,,1,
21146,33,4,18,,7,,5,
21147,1,3,120,,4,,14,
21148,1,133,12,,64,,1,
21149,5,1,13,,1,,1,
21150,1,1,13,,1,,45,
21151,1,1,282,,5,,17,
21152,7,1,23,,4,,13,
21153,1,1,829,,1,,528,
21154,14,1,184,,20,,5,
21155,1,6,55,,264,,30,
21156,18,4,1,,1,,114,
21157,4,1,1,,1,,1,
21158,19,1,1,,1,,4,
21159,4,58,1,,12,,89,
21160,1,1,285,,34,,263,
21161,1,12,25,,1,,108,
21162,1,4,50,,3,,1,
21163,1,1,3,,3,,202,
21164,1,5,99,,11,,6,
21165,1,1,231,,7,,107,
21166,1,1,35,,1,,55,
21167,4,3,42,,1,,43,
21168,1,1,6,,136,,51,
21169,5,1,1,,7,,62,
21170,1,8,151,,6,,41,
21171,8,1,1,,23,,28,
21172,23,3,4,,1,,21,
21173,184,1,1,,1,,1,
21174,1,1,1,,105,,35,
21175,4,3,26,,7,,18,
21176,1,1,61,,57,,33,
21177,1,1,30,,1,,180,
21178,1,1,1,,1,,41,
21179,1,1,98,,4,,1,
21180,35,12,1,,5,,1,
21181,16,1,8,,146,,3,
21182,1,1,51,,22,,1,
21183,19,1,10,,1,,547,
21184,1,3,14,,39,,3,
21185,8,12,25,,1,,12,
21186,1,1,208,,1,,1,
21187,1,1,10,,77,,31,
21188,1,1,1,,28,,557,
21189,4,1,13,,36,,48,
21190,1,1,19,,1,,19,
21191,5,1,152,,105,,4,
21192,1,1,4,,561,,70,
21193,1,3,134,,34,,1,
21194,4,1,53,,20,,169,
21195,1,3,75,,19,,8,
21196,3,5,32,,16,,6,
21197,36,28,1,,4,,1,
21198,1,12,323,,44,,5,
21199,1,1,25,,141,,4,
21200,1,1,75,,3,,1,
21201,3,1,22,,1,,13,
21202,83,442,241,,59,,80,
21203,1,1,17,,238,,31,
21204,1,1,75,,1,,1,
21205,1,31,1,,1,,25,
21206,3,1,19,,1,,3,
21207,1,1,29,,148,,48,
21208,9,1,176,,115,,1,
21209,5,1,1,,1,,1,
21210,1,1,1,,1,,1,
21211,223,5,191,,50,,39,
21212,1,1,10,,13,,4,
21213,1,6,1,,1,,1,
21214,1,37,23,,3,,37,
21215,3,14,59,,1,,5,
21216,1,1,48,,4,,11,
21217,1,10,1,,9,,486,
21218,1,1,62,,4,,9,
21219,30,1,576,,19,,50,
21220,5,1,70,,263,,183,
21221,8,1,10,,43,,1,
21222,139,4,7,,1,,176,
21223,1,1,114,,15,,30,
21224,6,1,9,,39,,35,
21225,3,1,47,,38,,295,
21226,1,5,39,,16,,1,
21227,1,13,32,,4,,39,
21228,1,3,4,,1,,31,
21229,1,1,91,,1,,246,
21230,10,1,4,,4,,86,
21231,4,1,351,,1,,145,
21232,1,1,164,,1,,56,
21233,1,1,90,,1,,12,
21234,7,1,4,,1,,3,
21235,1,1,10,,103,,1,
21236,25,1,3,,3,,91,
21237,45,62,1,,3,,6,
21238,3,1,33,,1,,9,
21239,4,1,24,,8,,3,
21240,1,1,12,,22,,29,
21241,1,4,325,,32,,32,
21242,10,1,85,,6,,1,
21243,1,1,116,,1,,1,
21244,1,1,7,,39,,5,
21245,1,1,1,,1,,32,
21246,1,3,18,,1,,17,
21247,1,1,33,,580,,8,
21248,10,1,5,,15,,186,
21249,1,1,1,,1,,4,
21250,14,3,1,,34,,5,
21251,1,5,1,,6,,563,
21252,1,1,215,,1,,4,
21253,1,3,47,,33,,155,
21254,1,1,4,,11,,25,
21255,1,1,6,,1,,84,
21256,1,1,18,,83,,45,
21257,1,1,177,,26,,4,
21258,45,1,5,,1,,1,
21259,1,3,64,,146,,49,
21260,1,1,614,,8,,8,
21261,22,4,6,,3,,261,
21262,1,1,138,,116,,1,
21263,1,21,5,,1,,9,
21264,272,16,3,,1,,3,
21265,1,1,5,,12,,43,
21266,1,4,58,,37,,28,
21267,1,13,1,,4,,576,
21268,1,4,16,,53,,12,
21269,4,1,4,,1,,3,
21270,3,5,1,,3,,42,
21271,1,1,1,,1,,1,
21272,1,1,4,,1,,55,
21273,30,1,1,,91,,329,
21274,1,1,8,,1,,130,
21275,12,1,134,,1,,106,
21276,1,3,3,,161,,107,
21277,1,1,4,,15,,28,
21278,4,11,144,,1,,62,
21279,3,28,21,,148,,15,
21280,9,4,1,,3,,42,
21281,1,1,1,,56,,37,
21282,1,1,435,,1,,1,
21283,1,1,1,,1,,1,
21284,1,1,122,,62,,33,
21285,10,1,33,,1,,1,
21286,1,6,11,,57,,622,
21287,1,4,421,,22,,1,
21288,1,65,19,,20,,1,
21289,8,1,24,,146,,507,
21290,6,9,101,,82,,1,
21291,1,1,1,,1,,56,
21292,4,1,24,,6,,1,
21293,21,3,17,,7,,285,
21294,1,1,73,,1,,6,
21295,1,5,1,,3,,4,
21296,1,8,11,,11,,35,
21297,51,1,36,,1,,4,
21298,1,55,88,,5,,51,
21299,1,1,1,,61,,1,
21300,1,5,105,,8,,1,
21301,1,1,1,,91,,178,
21302,1,1,1,,127,,458,
21303,1,3,3,,1,,315,
21304,1,3,84,,573,,4,
21305,1,13,292,,3,,133,
21306,1,3,40,,6,,3,
21307,3,1,111,,74,,482,
21308,5,1,67,,1,,5,
21309,1,1,167,,1,,1,
21310,19,1,5,,1,,169,
21311,14,4,4,,1,,4,
21312,1,1,5,,42,,46,
21313,1,5,97,,1,,8,
21314,1,1,33,,205,,33,
21315,3,1,9,,13,,19,
21316,56,6,115,,1,,222,
21317,1,1,24,,4,,36,
21318,1,1,1,,1,,18,
21319,1,1,9,,41,,93,
21320,3,1,20,,127,,6,
21321,4,9,118,,12,,1,
21322,4,1,1,,1,,18,
21323,9,1,1,,1,,34,
21324,4,7,18,,128,,1,
21325,1,1,51,,114,,19,
21326,3,1,89,,15,,25,
21327,1,1,17,,227,,517,
21328,1,24,20,,17,,1,
21329,1,1,6,,131,,1,
21330,1,1,49,,5,,1,
21331,1,14,54,,24,,276,
21332,1,1,79,,10,,437,
21333,4,4,41,,5,,106,
21334,1,1,226,,1,,27,
21335,35,4,1,,1,,1,
21336,1,1,125,,15,,123,
21337,1,1,1,,1,,1,
21338,1,1,1,,7,,1,
21339,1,3,1,,5,,1,
21340,1,3,280,,1,,66,
21341,1,1,9,,1,,115,
21342,1,1,14,,13,,61,
21343,12,6,162,,3,,150,
21344,3,1,81,,9,,37,
21345,1,7,15,,5,,7,
21346,1,1,35,,1,,27,
21347,4,18,1,,85,,8,
21348,1,1,152,,7,,4,
21349,12,1,90,,7,,76,
21350,297,1,3,,15,,1,
21351,1,1,1,,4,,1,
21352,5,1,332,,25,,1,
21353,1,1,82,,1,,8,
21354,267,1,98,,3,,3,
21355,236,4,5,,4,,560,
21356,1,1,83,,1,,113,
21357,10,1,5,,38,,104,
21358,1,4,15,,1,,46,
21359,1,4,1,,1,,56,
21360,9,1,1,,1,,1,
21361,1,1,5,,7,,18,
21362,1,4,5,,1,,1,
21363,3,1,339,,170,,581,
21364,1,3,30,,1,,3,
21365,1,1,226,,4,,120,
21366,3,37,3,,1,,56,
21367,3,1,9,,1,,1,
21368,3,38,25,,81,,170,
21369,9,1,5,,1,,249,
21370,1,3,8,,10,,1,
21371,1,1,1,,4,,43,
21372,1,1,20,,6,,455,
21373,3,16,46,,18,,3,
21374,9,3,21,,127,,1,
21375,16,1,775,,1,,10,
21376,1,1,4,,5,,92,
21377,1,1,28,,29,,1,
21378,1,1,64,,125,,1,
21379,5,3,27,,3,,1,
21380,10,1,1,,3,,383,
21381,16,33,1,,3,,1,
21382,1,1,9,,1,,15,
21383,1,1,197,,18,,23,
21384,1,3,5,,1,,38,
21385,1,1,5,,1,,29,
21386,1,1,68,,1,,34,
21387,1,1,1,,1,,9,
21388,1,1,1,,1,,41,
21389,1,1,1,,10,,5,
21390,1,5,56,,1,,6,
21391,1,1,1,,1,,1,
21392,1,1,1,,211,,1,
21393,1,1,60,,1,,147,
21394,1,1,64,,22,,1,
21395,122,1,9,,1,,1,
21396,13,3,7,,1,,472,
21397,1,4,3,,196,,12,
21398,5,1,386,,1,,1,
21399,111,5,3,,10,,659,
21400,96,1,74,,1,,6,
21401,221,1,6,,1,,1,
21402,3,1,248,,1,,1,
21403,4,1,44,,91,,37,
21404,468,17,6,,32,,3,
21405,1,1,173,,1,,1,
21406,61,1,119,,98,,54,
21407,1,1,314,,1,,149,
21408,3,3,22,,4,,4,
21409,4,1,14,,1,,120,
21410,1,1,12,,1,,7,
21411,1,5,1,,6,,53,
21412,1,6,5,,42,,129,
21413,6,1,113,,5,,1,
21414,1,4,1,,1,,74,
21415,7,1,191,,21,,27,
21416,4,19,43,,1,,9,
21417,1,12,1,,3,,207,
21418,7,1,6,,22,,828,
21419,1,1,53,,33,,3,
21420,3,1,1,,3,,11,
21421,3,1,57,,33,,1,
21422,1,1,51,,1,,1,
21423,23,3,225,,1,,1,
21424,1,26,25,,1,,5,
21425,1,1,9,,127,,6,
21426,1,1,28,,65,,31,
21427,1,1,4,,27,,16,
21428,1,1,194,,208,,28,
21429,11,3,146,,10,,33,
21430,3,15,9,,108,,532,
21431,21,1,10,,1,,1,
21432,5,1,35,,1,,60,
21433,1,1,21,,1,,1,
21434,1,1,3,,1,,12,
21435,1,1,3,,300,,287,
21436,1,5,37,,79,,122,
21437,1,3,1,,8,,514,
21438,1,1,82,,123,,93,
